Year,SERIES,UNIT_MEASURE,Врста производа,Value
2016,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Неметални минерали - доминантна градња,0.9919899999999999
2017,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Неметални минерали - доминантна градња,1.01558
2000,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Неметални минерали,0.59118
2001,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Неметални минерали,0.64774
2002,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Неметални минерали,0.7197899999999999
2003,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Неметални минерали,1.1024
2004,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Неметални минерали,0.9162600000000001
2005,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Неметални минерали,0.71131
2006,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Неметални минерали,0.86487
2007,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Неметални минерали,0.9309
2008,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Неметални минерали,0.93978
2009,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Неметални минерали,0.9117299999999999
2010,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Неметални минерали,0.90804
2011,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Неметални минерали,0.8712200000000001
2012,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Неметални минерали,0.91871
2013,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Неметални минерали,0.9725600000000001
2014,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Неметални минерали,1.04026
2015,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Неметални минерали,1.07055
2016,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Неметални минерали,1.09735
2017,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Неметални минерали,1.12276
2000,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Нафта,0.09523999999999999
2001,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Нафта,0.09072999999999999
2002,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Нафта,0.0836
2003,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Нафта,0.07484
2004,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Нафта,0.08265
2005,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Нафта,0.07506
2006,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Нафта,0.07635
2007,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Нафта,0.07675
2008,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Нафта,0.0838
2009,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Нафта,0.09613
2010,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Нафта,0.09723
2011,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Нафта,0.09884
2012,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Нафта,0.08914
2013,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Нафта,0.08459
2014,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Нафта,0.07779
2015,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Нафта,0.07774
2016,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Нафта,0.07757
2017,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Нафта,0.07742
2000,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Дивљи улов и жетва,0.0007
2001,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Дивљи улов и жетва,0.0007
2002,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Дивљи улов и жетва,0.00086
2003,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Дивљи улов и жетва,0.0008699999999999999
2004,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Дивљи улов и жетва,0.00095
2005,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Дивљи улов и жетва,0.00103
2006,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Дивљи улов и жетва,0.0007099999999999999
2007,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Дивљи улов и жетва,0.00066
2008,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Дивљи улов и жетва,0.00062
2009,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Дивљи улов и жетва,0.0006
2010,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Дивљи улов и жетва,0.00053
2011,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Дивљи улов и жетва,0.00047999999999999996
2012,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Дивљи улов и жетва,0.00049
2013,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Дивљи улов и жетва,0.0005
2014,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Дивљи улов и жетва,0.0005
2015,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Дивљи улов и жетва,0.00047000000000000004
2016,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Дивљи улов и жетва,0.00045
2017,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Дивљи улов и жетва,0.00043
2000,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Дрво,0.20564000000000002
2001,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Дрво,0.17656
2002,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Дрво,0.1888
2003,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Дрво,0.17693
2004,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Дрво,0.12747
2005,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Дрво,0.12900999999999999
2006,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Дрво,0.1348
2007,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Дрво,0.1113
2008,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Дрво,0.11595
2009,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Дрво,0.10079
2010,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Дрво,0.11215
2011,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Дрво,0.11612
2012,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Дрво,0.12145
2013,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Дрво,0.1262
2014,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Дрво,0.1198
2015,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Дрво,0.10868
2016,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Дрво,0.10472999999999999
2017,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Дрво,0.10103999999999999
2000,Потрошња домаћих материјала,Тоне,Без подјеле,23365825.75365
2001,Потрошња домаћих материјала,Тоне,Без подјеле,24613314.284339998
2002,Потрошња домаћих материјала,Тоне,Без подјеле,26390478.3
2003,Потрошња домаћих материјала,Тоне,Без подјеле,31600971.235
2004,Потрошња домаћих материјала,Тоне,Без подјеле,32465536.661999997
2005,Потрошња домаћих материјала,Тоне,Без подјеле,32188746.13883
2006,Потрошња домаћих материјала,Тоне,Без подјеле,36275747.3839
2007,Потрошња домаћих материјала,Тоне,Без подјеле,37152644.0546
2008,Потрошња домаћих материјала,Тоне,Без подјеле,41532236.07692
2009,Потрошња домаћих материјала,Тоне,Без подјеле,40348689.97848
2010,Потрошња домаћих материјала,Тоне,Без подјеле,38823258.16083
2011,Потрошња домаћих материјала,Тоне,Без подјеле,40395999.20143
2012,Потрошња домаћих материјала,Тоне,Без подјеле,39402478.74455
2013,Потрошња домаћих материјала,Тоне,Без подјеле,41976401.6291
2014,Потрошња домаћих материјала,Тоне,Без подјеле,42791244.542959996
2015,Потрошња домаћих материјала,Тоне,Без подјеле,45513731.42272
2016,Потрошња домаћих материјала,Тоне,Без подјеле,47360105.119490005
2017,Потрошња домаћих материјала,Тоне,Без подјеле,49206478.816240005
2000,Потрошња домаћих материјала,Тоне,Биомаса,6925657.0
2001,Потрошња домаћих материјала,Тоне,Биомаса,7512072.0
2002,Потрошња домаћих материјала,Тоне,Биомаса,7782116.0
2003,Потрошња домаћих материјала,Тоне,Биомаса,6224523.0
2004,Потрошња домаћих материјала,Тоне,Биомаса,8323459.0
2005,Потрошња домаћих материјала,Тоне,Биомаса,8329607.0
2006,Потрошња домаћих материјала,Тоне,Биомаса,8604851.0
2007,Потрошња домаћих материјала,Тоне,Биомаса,7841856.0
2008,Потрошња домаћих материјала,Тоне,Биомаса,8899146.0
2009,Потрошња домаћих материјала,Тоне,Биомаса,8491325.0
2010,Потрошња домаћих материјала,Тоне,Биомаса,8296309.0
2011,Потрошња домаћих материјала,Тоне,Биомаса,8310136.0
2012,Потрошња домаћих материјала,Тоне,Биомаса,7469798.0
2013,Потрошња домаћих материјала,Тоне,Биомаса,8718073.0
2014,Потрошња домаћих материјала,Тоне,Биомаса,8291559.0
2015,Потрошња домаћих материјала,Тоне,Биомаса,8273228.0
2016,Потрошња домаћих материјала,Тоне,Биомаса,8382525.0
2017,Потрошња домаћих материјала,Тоне,Биомаса,8491821.0
2000,Потрошња домаћих материјала,Тоне,Угаљ,7378000.0
2001,Потрошња домаћих материјала,Тоне,Угаљ,7495000.0
2002,Потрошња домаћих материјала,Тоне,Угаљ,7774000.0
2003,Потрошња домаћих материјала,Тоне,Угаљ,8429000.0
2004,Потрошња домаћих материјала,Тоне,Угаљ,8536000.0
2005,Потрошња домаћих материјала,Тоне,Угаљ,8979000.0
2006,Потрошња домаћих материјала,Тоне,Угаљ,9817000.0
2007,Потрошња домаћих материјала,Тоне,Угаљ,9607000.0
2008,Потрошња домаћих материјала,Тоне,Угаљ,11075000.0
2009,Потрошња домаћих материјала,Тоне,Угаљ,11728000.0
2010,Потрошња домаћих материјала,Тоне,Угаљ,11368000.0
2011,Потрошња домаћих материјала,Тоне,Угаљ,13132000.0
2012,Потрошња домаћих материјала,Тоне,Угаљ,12561000.0
2013,Потрошња домаћих материјала,Тоне,Угаљ,12315000.0
2014,Потрошња домаћих материјала,Тоне,Угаљ,12303000.0
2015,Потрошња домаћих материјала,Тоне,Угаљ,13704000.0
2016,Потрошња домаћих материјала,Тоне,Угаљ,14134591.0
2017,Потрошња домаћих материјала,Тоне,Угаљ,14565182.0
2000,Потрошња домаћих материјала,Тоне,Остаци усјева,1274913.0
2001,Потрошња домаћих материјала,Тоне,Остаци усјева,1631232.0
2002,Потрошња домаћих материјала,Тоне,Остаци усјева,1869727.0
2003,Потрошња домаћих материјала,Тоне,Остаци усјева,1150939.0
2004,Потрошња домаћих материјала,Тоне,Остаци усјева,2055582.0
2005,Потрошња домаћих материјала,Тоне,Остаци усјева,1967457.0
2006,Потрошња домаћих материјала,Тоне,Остаци усјева,1946952.0
2007,Потрошња домаћих материјала,Тоне,Остаци усјева,1441252.0
2008,Потрошња домаћих материјала,Тоне,Остаци усјева,1982034.0
2009,Потрошња домаћих материјала,Тоне,Остаци усјева,1983541.0
2010,Потрошња домаћих материјала,Тоне,Остаци усјева,1617069.0
2011,Потрошња домаћих материјала,Тоне,Остаци усјева,1613679.0
2012,Потрошња домаћих материјала,Тоне,Остаци усјева,1276287.0
2013,Потрошња домаћих материјала,Тоне,Остаци усјева,1734085.0
2014,Потрошња домаћих материјала,Тоне,Остаци усјева,1558809.0
2015,Потрошња домаћих материјала,Тоне,Остаци усјева,1559670.0
2016,Потрошња домаћих материјала,Тоне,Остаци усјева,1560531.0
2017,Потрошња домаћих материјала,Тоне,Остаци усјева,1561392.0
2000,Потрошња домаћих материјала,Тоне,Усјеви,2947535.0
2001,Потрошња домаћих материјала,Тоне,Усјеви,3621751.0
2002,Потрошња домаћих материјала,Тоне,Усјеви,3436185.0
2003,Потрошња домаћих материјала,Тоне,Усјеви,2659906.0
2004,Потрошња домаћих материјала,Тоне,Усјеви,4408017.0
2005,Потрошња домаћих материјала,Тоне,Усјеви,4300520.0
2006,Потрошња домаћих материјала,Тоне,Усјеви,4153998.0
2007,Потрошња домаћих материјала,Тоне,Усјеви,3773949.0
2008,Потрошња домаћих материјала,Тоне,Усјеви,4231476.0
2009,Потрошња домаћих материјала,Тоне,Усјеви,4129768.0
2010,Потрошња домаћих материјала,Тоне,Усјеви,3817818.0
2011,Потрошња домаћих материјала,Тоне,Усјеви,3811119.0
2012,Потрошња домаћих материјала,Тоне,Усјеви,3355493.0
2013,Потрошња домаћих материјала,Тоне,Усјеви,4007620.0
2014,Потрошња домаћих материјала,Тоне,Усјеви,3848757.0
2015,Потрошња домаћих материјала,Тоне,Усјеви,3900797.0
2016,Потрошња домаћих материјала,Тоне,Усјеви,3953837.0
2017,Потрошња домаћих материјала,Тоне,Усјеви,4006877.0
2000,Потрошња домаћих материјала,Тоне,Руде жељеза,363000.0
2001,Потрошња домаћих материјала,Тоне,Руде жељеза,264000.0
2002,Потрошња домаћих материјала,Тоне,Руде жељеза,212000.0
2003,Потрошња домаћих материјала,Тоне,Руде жељеза,271762.0
2004,Потрошња домаћих материјала,Тоне,Руде жељеза,367790.0
2005,Потрошња домаћих материјала,Тоне,Руде жељеза,1930316.0
2006,Потрошња домаћих материјала,Тоне,Руде жељеза,2067141.0
2007,Потрошња домаћих материјала,Тоне,Руде жељеза,2001352.0
2008,Потрошња домаћих материјала,Тоне,Руде жељеза,2410638.0
2009,Потрошња домаћих материјала,Тоне,Руде жељеза,2333265.0
2010,Потрошња домаћих материјала,Тоне,Руде жељеза,841223.0
2011,Потрошња домаћих материјала,Тоне,Руде жељеза,1066128.0
2012,Потрошња домаћих материјала,Тоне,Руде жељеза,955854.0
2013,Потрошња домаћих материјала,Тоне,Руде жељеза,1309470.0
2014,Потрошња домаћих материјала,Тоне,Руде жељеза,1389676.0
2015,Потрошња домаћих материјала,Тоне,Руде жељеза,1489794.0
2016,Потрошња домаћих материјала,Тоне,Руде жељеза,1589912.0
2017,Потрошња домаћих материјала,Тоне,Руде жељеза,1690030.0
2000,Потрошња домаћих материјала,Тоне,Фосилна горива,8696585.0
2001,Потрошња домаћих материјала,Тоне,Фосилна горива,8729640.0
2002,Потрошња домаћих материјала,Тоне,Фосилна горива,8966593.0
2003,Потрошња домаћих материјала,Тоне,Фосилна горива,9578052.0
2004,Потрошња домаћих материјала,Тоне,Фосилна горива,9940564.0
2005,Потрошња домаћих материјала,Тоне,Фосилна горива,10357386.0
2006,Потрошња домаћих материјала,Тоне,Фосилна горива,11289840.0
2007,Потрошња домаћих материјала,Тоне,Фосилна горива,11172316.0
2008,Потрошња домаћих материјала,Тоне,Фосилна горива,12831129.0
2009,Потрошња домаћих материјала,Тоне,Фосилна горива,13527645.0
2010,Потрошња домаћих материјала,Тоне,Фосилна горива,13208622.0
2011,Потрошња домаћих материјала,Тоне,Фосилна горива,15040166.0
2012,Потрошња домаћих материјала,Тоне,Фосилна горива,14272837.0
2013,Потрошња домаћих материјала,Тоне,Фосилна горива,13943173.0
2014,Потрошња домаћих материјала,Тоне,Фосилна горива,13817450.0
2015,Потрошња домаћих материјала,Тоне,Фосилна горива,15292774.0
2016,Потрошња домаћих материјала,Тоне,Фосилна горива,15764357.0
2017,Потрошња домаћих материјала,Тоне,Фосилна горива,16235940.0
2000,Потрошња домаћих материјала,Тоне,Природни гас,170585.0
2001,Потрошња домаћих материјала,Тоне,Природни гас,111640.0
2002,Потрошња домаћих материјала,Тоне,Природни гас,105593.0
2003,Потрошња домаћих материјала,Тоне,Природни гас,138052.0
2004,Потрошња домаћих материјала,Тоне,Природни гас,217564.0
2005,Потрошња домаћих материјала,Тоне,Природни гас,258386.0
2006,Потрошња домаћих материјала,Тоне,Природни гас,271840.0
2007,Потрошња домаћих материјала,Тоне,Природни гас,287316.0
2008,Потрошња домаћих материјала,Тоне,Природни гас,285129.0
2009,Потрошња домаћих материјала,Тоне,Природни гас,162645.0
2010,Потрошња домаћих материјала,Тоне,Природни гас,170622.0
2011,Потрошња домаћих материјала,Тоне,Природни гас,194166.0
2012,Потрошња домаћих материјала,Тоне,Природни гас,178837.0
2013,Потрошња домаћих материјала,Тоне,Природни гас,139173.0
2014,Потрошња домаћих материјала,Тоне,Природни гас,129450.0
2015,Потрошња домаћих материјала,Тоне,Природни гас,162167.0
2016,Потрошња домаћих материјала,Тоне,Природни гас,161552.0
2017,Потрошња домаћих материјала,Тоне,Природни гас,160936.0
2000,Потрошња домаћих материјала,Тоне,Сточна храна и крмно биље,215988.0
2001,Потрошња домаћих материјала,Тоне,Сточна храна и крмно биље,64934.0
2002,Потрошња домаћих материјала,Тоне,Сточна храна и крмно биље,10345.0
2003,Потрошња домаћих материјала,Тоне,Сточна храна и крмно биље,11871.0
2004,Потрошња домаћих материјала,Тоне,Сточна храна и крмно биље,15555.0
2005,Потрошња домаћих материјала,Тоне,Сточна храна и крмно биље,121154.0
2006,Потрошња домаћих материјала,Тоне,Сточна храна и крмно биље,372387.0
2007,Потрошња домаћих материјала,Тоне,Сточна храна и крмно биље,762407.0
2008,Потрошња домаћих материјала,Тоне,Сточна храна и крмно биље,639254.0
2009,Потрошња домаћих материјала,Тоне,Сточна храна и крмно биље,651569.0
2010,Потрошња домаћих материјала,Тоне,Сточна храна и крмно биље,926011.0
2011,Потрошња домаћих материјала,Тоне,Сточна храна и крмно биље,863410.0
2012,Потрошња домаћих материјала,Тоне,Сточна храна и крмно биље,741105.0
2013,Потрошња домаћих материјала,Тоне,Сточна храна и крмно биље,746135.0
2014,Потрошња домаћих материјала,Тоне,Сточна храна и крмно биље,742237.0
2015,Потрошња домаћих материјала,Тоне,Сточна храна и крмно биље,809734.0
2016,Потрошња домаћих материјала,Тоне,Сточна храна и крмно биље,877230.0
2017,Потрошња домаћих материјала,Тоне,Сточна храна и крмно биље,944726.0
2000,Потрошња домаћих материјала,Тоне,Металне руде,617700.0
2001,Потрошња домаћих материјала,Тоне,Металне руде,354000.0
2002,Потрошња домаћих материјала,Тоне,Металне руде,283300.0
2003,Потрошња домаћих материјала,Тоне,Металне руде,906482.0
2004,Потрошња домаћих материјала,Тоне,Металне руде,1042616.0
2005,Потрошња домаћих материјала,Тоне,Металне руде,2887739.0
2006,Потрошња домаћих материјала,Тоне,Металне руде,2776722.0
2007,Потрошња домаћих материјала,Тоне,Металне руде,2638404.0
2008,Потрошња домаћих материјала,Тоне,Металне руде,3304467.0
2009,Потрошња домаћих материјала,Тоне,Металне руде,2804338.0
2010,Потрошња домаћих материјала,Тоне,Металне руде,1721511.0
2011,Потрошња домаћих материјала,Тоне,Металне руде,1938285.0
2012,Потрошња домаћих материјала,Тоне,Металне руде,1860499.0
2013,Потрошња домаћих материјала,Тоне,Металне руде,2196611.0
2014,Потрошња домаћих материјала,Тоне,Металне руде,2161488.0
2015,Потрошња домаћих материјала,Тоне,Металне руде,2301911.0
2016,Потрошња домаћих материјала,Тоне,Металне руде,2442334.0
2017,Потрошња домаћих материјала,Тоне,Металне руде,2582757.0
2000,Потрошња домаћих материјала,Тоне,Руде обојених метала,254700.0
2001,Потрошња домаћих материјала,Тоне,Руде обојених метала,90000.0
2002,Потрошња домаћих материјала,Тоне,Руде обојених метала,71300.0
2003,Потрошња домаћих материјала,Тоне,Руде обојених метала,634719.0
2004,Потрошња домаћих материјала,Тоне,Руде обојених метала,674826.0
2005,Потрошња домаћих материјала,Тоне,Руде обојених метала,957423.0
2006,Потрошња домаћих материјала,Тоне,Руде обојених метала,709581.0
2007,Потрошња домаћих материјала,Тоне,Руде обојених метала,637052.0
2008,Потрошња домаћих материјала,Тоне,Руде обојених метала,893829.0
2009,Потрошња домаћих материјала,Тоне,Руде обојених метала,471073.0
2010,Потрошња домаћих материјала,Тоне,Руде обојених метала,880288.0
2011,Потрошња домаћих материјала,Тоне,Руде обојених метала,872157.0
2012,Потрошња домаћих материјала,Тоне,Руде обојених метала,904645.0
2013,Потрошња домаћих материјала,Тоне,Руде обојених метала,887141.0
2014,Потрошња домаћих материјала,Тоне,Руде обојених метала,771812.0
2015,Потрошња домаћих материјала,Тоне,Руде обојених метала,812117.0
2016,Потрошња домаћих материјала,Тоне,Руде обојених метала,852422.0
2017,Потрошња домаћих материјала,Тоне,Руде обојених метала,892727.0
2000,Потрошња домаћих материјала,Тоне,Неметални минерали - доминантни у индустрији или пољопривреди,712400.0
2001,Потрошња домаћих материјала,Тоне,Неметални минерали - доминантни у индустрији или пољопривреди,953712.0
2002,Потрошња домаћих материјала,Тоне,Неметални минерали - доминантни у индустрији или пољопривреди,868329.0
2003,Потрошња домаћих материјала,Тоне,Неметални минерали - доминантни у индустрији или пољопривреди,474027.0
2004,Потрошња домаћих материјала,Тоне,Неметални минерали - доминантни у индустрији или пољопривреди,673221.0
2005,Потрошња домаћих материјала,Тоне,Неметални минерали - доминантни у индустрији или пољопривреди,989939.0
2006,Потрошња домаћих материјала,Тоне,Неметални минерали - доминантни у индустрији или пољопривреди,1687683.0
2007,Потрошња домаћих материјала,Тоне,Неметални минерали - доминантни у индустрији или пољопривреди,2301692.0
2008,Потрошња домаћих материјала,Тоне,Неметални минерали - доминантни у индустрији или пољопривреди,2349561.0
2009,Потрошња домаћих материјала,Тоне,Неметални минерали - доминантни у индустрији или пољопривреди,1954762.0
2010,Потрошња домаћих материјала,Тоне,Неметални минерали - доминантни у индустрији или пољопривреди,1511972.0
2011,Потрошња домаћих материјала,Тоне,Неметални минерали - доминантни у индустрији или пољопривреди,1875354.0
2012,Потрошња домаћих материјала,Тоне,Неметални минерали - доминантни у индустрији или пољопривреди,1860735.0
2013,Потрошња домаћих материјала,Тоне,Неметални минерали - доминантни у индустрији или пољопривреди,1613745.0
2014,Потрошња домаћих материјала,Тоне,Неметални минерали - доминантни у индустрији или пољопривреди,1802499.0
2015,Потрошња домаћих материјала,Тоне,Неметални минерали - доминантни у индустрији или пољопривреди,1898417.0
2016,Потрошња домаћих материјала,Тоне,Неметални минерали - доминантни у индустрији или пољопривреди,1994336.0
2017,Потрошња домаћих материјала,Тоне,Неметални минерали - доминантни у индустрији или пољопривреди,2090255.0
2000,Потрошња домаћих материјала,Тоне,Неметални минерали - доминантна градња,6413484.0
2001,Потрошња домаћих материјала,Тоне,Неметални минерали - доминантна градња,7063890.0
2002,Потрошња домаћих материјала,Тоне,Неметални минерали - доминантна градња,8490140.0
2003,Потрошња домаћих материјала,Тоне,Неметални минерали - доминантна градња,14417888.0
2004,Потрошња домаћих материјала,Тоне,Неметални минерали - доминантна градња,12485677.0
2005,Потрошња домаћих материјала,Тоне,Неметални минерали - доминантна градња,9624076.0
2006,Потрошња домаћих материјала,Тоне,Неметални минерали - доминантна градња,11916651.0
2007,Потрошња домаћих материјала,Тоне,Неметални минерали - доминантна градња,13198376.0
2008,Потрошња домаћих материјала,Тоне,Неметални минерали - доминантна градња,14147934.0
2009,Потрошња домаћих материјала,Тоне,Неметални минерали - доминантна градња,13570620.0
2010,Потрошња домаћих материјала,Тоне,Неметални минерали - доминантна градња,14084845.0
2011,Потрошња домаћих материјала,Тоне,Неметални минерали - доминантна градња,13232058.0
2012,Потрошња домаћих материјала,Тоне,Неметални минерали - доминантна градња,13938610.0
2013,Потрошња домаћих материјала,Тоне,Неметални минерали - доминантна градња,15504799.0
2014,Потрошња домаћих материјала,Тоне,Неметални минерали - доминантна градња,16718248.0
2015,Потрошња домаћих материјала,Тоне,Неметални минерали - доминантна градња,17747401.0
2016,Потрошња домаћих материјала,Тоне,Неметални минерали - доминантна градња,18776554.0
2017,Потрошња домаћих материјала,Тоне,Неметални минерали - доминантна градња,19805706.0
2000,Потрошња домаћих материјала,Тоне,Неметални минерали,7125884.0
2001,Потрошња домаћих материјала,Тоне,Неметални минерали,8017602.0
2002,Потрошња домаћих материјала,Тоне,Неметални минерали,9358469.0
2003,Потрошња домаћих материјала,Тоне,Неметални минерали,14891914.0
2004,Потрошња домаћих материјала,Тоне,Неметални минерали,13158898.0
2005,Потрошња домаћих материјала,Тоне,Неметални минерали,10614015.0
2006,Потрошња домаћих материјала,Тоне,Неметални минерали,13604334.0
2007,Потрошња домаћих материјала,Тоне,Неметални минерали,15500068.0
2008,Потрошња домаћих материјала,Тоне,Неметални минерали,16497494.0
2009,Потрошња домаћих материјала,Тоне,Неметални минерали,15525382.0
2010,Потрошња домаћих материјала,Тоне,Неметални минерали,15596817.0
2011,Потрошња домаћих материјала,Тоне,Неметални минерали,15107412.0
2012,Потрошња домаћих материјала,Тоне,Неметални минерали,15799345.0
2013,Потрошња домаћих материјала,Тоне,Неметални минерали,17118544.0
2014,Потрошња домаћих материјала,Тоне,Неметални минерали,18520747.0
2015,Потрошња домаћих материјала,Тоне,Неметални минерали,19645818.0
2016,Потрошња домаћих материјала,Тоне,Неметални минерали,20770890.0
2017,Потрошња домаћих материјала,Тоне,Неметални минерали,21895961.0
2000,Потрошња домаћих материјала,Тоне,Нафта,1148000.0
2001,Потрошња домаћих материјала,Тоне,Нафта,1123000.0
2002,Потрошња домаћих материјала,Тоне,Нафта,1087000.0
2003,Потрошња домаћих материјала,Тоне,Нафта,1011000.0
2004,Потрошња домаћих материјала,Тоне,Нафта,1187000.0
2005,Потрошња домаћих материјала,Тоне,Нафта,1120000.0
2006,Потрошња домаћих материјала,Тоне,Нафта,1201000.0
2007,Потрошња домаћих материјала,Тоне,Нафта,1278000.0
2008,Потрошња домаћих материјала,Тоне,Нафта,1471000.0
2009,Потрошња домаћих материјала,Тоне,Нафта,1637000.0
2010,Потрошња домаћих материјала,Тоне,Нафта,1670000.0
2011,Потрошња домаћих материјала,Тоне,Нафта,1714000.0
2012,Потрошња домаћих материјала,Тоне,Нафта,1533000.0
2013,Потрошња домаћих материјала,Тоне,Нафта,1489000.0
2014,Потрошња домаћих материјала,Тоне,Нафта,1385000.0
2015,Потрошња домаћих материјала,Тоне,Нафта,1426607.0
2016,Потрошња домаћих материјала,Тоне,Нафта,1468214.0
2017,Потрошња домаћих материјала,Тоне,Нафта,1509821.0
2000,Потрошња домаћих материјала,Тоне,Дивљи улов и жетва,8465.0
2001,Потрошња домаћих материјала,Тоне,Дивљи улов и жетва,8679.0
2002,Потрошња домаћих материјала,Тоне,Дивљи улов и жетва,11182.0
2003,Потрошња домаћих материјала,Тоне,Дивљи улов и жетва,11748.0
2004,Потрошња домаћих материјала,Тоне,Дивљи улов и жетва,13649.0
2005,Потрошња домаћих материјала,Тоне,Дивљи улов и жетва,15432.0
2006,Потрошња домаћих материјала,Тоне,Дивљи улов и жетва,11180.0
2007,Потрошња домаћих материјала,Тоне,Дивљи улов и жетва,11029.0
